alcaldia_cumplimiento,colonia_cumpliemiento,Average of valor_unitario_suelo,Average of valor_suelo
GUSTAVO A. MADERO,NUEVA TENOCHTITLAN,2063.878202594206,347357.12188628834
GUSTAVO A. MADERO,NUEVA VALLEJO,2869.958848484871,13249128.757886915
GUSTAVO A. MADERO,PALMATITLA,694.012408405166,136451.2937851653
GUSTAVO A. MADERO,PANAMERICANA,2611.5600000000313,369913.2287405482
GUSTAVO A. MADERO,PARQUE METROPOLITANO,635.3199999999998,132460.14436226417
GUSTAVO A. MADERO,PLANETARIO LINDAVISTA,3272.0726303855,873096.3613661357
GUSTAVO A. MADERO,PRADERA 2A SECCION,2007.1075031525916,250992.80444646545
GUSTAVO A. MADERO,PRADOS DE CUAUTEPEC,635.3199999999998,65196.91211764703
GUSTAVO A. MADERO,PROGRESO NACIONAL,2202.684381481503,336684.22375733894
GUSTAVO A. MADERO,PROVIDENCIA,2048.5400000000036,359931.8852159162
GUSTAVO A. MADERO,PUEBLO DE SANTIAGO ATZACOALCO,1948.5,558912.4897462407
GUSTAVO A. MADERO,PUEBLO SAN JUAN DE ARAGON,2252.959999999991,609700.6574291058
GUSTAVO A. MADERO,RESIDENCIAL ACUEDUCTO DE GUADALUPE,3093.3100000000036,397390.82176692825
GUSTAVO A. MADERO,RESIDENCIAL LA ESCALERA,2747.9499999999975,584206.4981531159
GUSTAVO A. MADERO,RESIDENCIAL ZACATENCO,2441.557068965507,1115523.9343683813
GUSTAVO A. MADERO,ROSAS DEL TEPEYAC,2277.395473684215,1548823.5849265985
GUSTAVO A. MADERO,SALVADOR DIAZ MIRON,2425.709999999997,360476.4226968472
GUSTAVO A. MADERO,SAN ANTONIO,635.320000000001,138832.03236
GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN,3073.051620370318,511306.44512109715
GUSTAVO A. MADERO,SAN FELIPE DE JESUS,1980.5500000000357,376805.6806899729
GUSTAVO A. MADERO,SAN JOSE DE LA ESCALERA,1918.4399999999828,1536805.3961547823
GUSTAVO A. MADERO,SAN JOSE TICOMAN,3067.3184830508567,1196717.7962828493
GUSTAVO A. MADERO,SAN JUAN DE ARAGON,2674.9925,54981820.83953334
GUSTAVO A. MADERO,SAN JUAN DE ARAGON I SECCION,2652.549999999984,519536.4589711656
GUSTAVO A. MADERO,SAN JUAN DE ARAGON II SECCION,2652.549999999968,515789.43389768933
GUSTAVO A. MADERO,SAN JUAN DE ARAGON III SECCION,2677.3499999999867,466736.04364209855
GUSTAVO A. MADERO,SAN JUAN DE ARAGON IV SECCION,2581.6500000000337,361730.60559767863
GUSTAVO A. MADERO,SAN JUAN DE ARAGON V SECCION,2612.5470034843183,363917.4254712546
GUSTAVO A. MADERO,SAN JUAN DE ARAGON VI SECCION,2598.5400000000036,393321.08354882547
GUSTAVO A. MADERO,SAN JUAN DE ARAGON VII SECCION,2598.5400000000022,337347.14598970115
GUSTAVO A. MADERO,SAN MIGUEL,938.4799999999988,297895.4979938461
GUSTAVO A. MADERO,SAN PEDRO EL CHICO,1981.830000000004,324951.78774160973
GUSTAVO A. MADERO,SAN PEDRO ZACATENCO,2125.2048387097166,518031.4873951621
GUSTAVO A. MADERO,SANTA ISABEL TOLA,2259.5699999999933,898831.3572593367
GUSTAVO A. MADERO,SANTA MARIA TICOMAN,2095.8598408488238,465257.4922520392
GUSTAVO A. MADERO,SANTA ROSA,1918.4399999999976,156412.9948225479
GUSTAVO A. MADERO,SANTIAGO ATEPETLAC,1953.829644128136,477179.40186366945
GUSTAVO A. MADERO,SIETE MARAVILLAS,2716.989999999999,1570207.4614810958
GUSTAVO A. MADERO,SOLIDARIDAD NACIONAL,921.8779194630885,850895.1356187948
GUSTAVO A. MADERO,TABLAS DE SAN AGUSTIN,1981.8300000000143,256524.24079759576
GUSTAVO A. MADERO,TEPETATES,2259.570000000005,1075403.437599131
GUSTAVO A. MADERO,TEPEYAC INSURGENTES,3238.4943916666934,1366660.1540698383
GUSTAVO A. MADERO,TLACAELEL,635.3200000000005,69285.95090054645
GUSTAVO A. MADERO,TLACAMACA,2889.4918481012796,1732195.6687862952
GUSTAVO A. MADERO,TLALPEXCO,672.9000000000128,118957.25081623276
GUSTAVO A. MADERO,TORRES LINDAVISTA,4399.5879437610165,2906724.2845455566
GUSTAVO A. MADERO,TRES ESTRELLAS,1981.8300000000024,339242.2496984289
GUSTAVO A. MADERO,TRIUNFO DE LA REPUBLICA,1975.4233333333373,346777.8526314968
GUSTAVO A. MADERO,VALLE DE MADERO,925.4608588956975,262158.56210153876
GUSTAVO A. MADERO,VALLE DEL TEPEYAC,3001.218679245313,400757.0369768137
GUSTAVO A. MADERO,VALLEJO,3994.32210679056,787630.5301260955
GUSTAVO A. MADERO,VALLEJO PONIENTE,2611.5600000000145,445522.0604410423
GUSTAVO A. MADERO,VASCO DE QUIROGA,2322.0518377780913,168867.23356163743
GUSTAVO A. MADERO,VILLA DE ARAGON,2397.405806451604,352784.7590344832
GUSTAVO A. MADERO,VILLA GUSTAVO A MADERO,2263.5066306483413,1923371.6400200734
GUSTAVO A. MADERO,VISTA HERMOSA,672.8999999999977,120886.44371779148
GUSTAVO A. MADERO,ZONA ESCOLAR,938.4799999999976,5799104.995980503
GUSTAVO A. MADERO,ZONA ESCOLAR ORIENTE,1164.8459415285454,197436.3155554224
GUSTAVO A. MADERO,ZONA RUSTICA,657.3701851851856,239018.13593664585
IZTACALCO,AGRICOLA ORIENTAL,2789.9173284526255,674920.3718031758
IZTACALCO,AGRICOLA PANTITLAN,2369.237710604978,390819.89613553684
IZTACALCO,AMPLIACION GABRIEL RAMOS MILLAN,2370.6219882179767,177101.98291284134
IZTACALCO,BARRIO LA ASUNCION,2552.0617142857222,617348.1770305982
IZTACALCO,BARRIO LOS REYES,2095.23322085892,423497.0285067589
IZTACALCO,BARRIO SAN FRANCISCO XICALTONGO,2905.445093555115,1334908.6469169112
IZTACALCO,BARRIO SAN MIGUEL,2154.964954128443,673129.8337917025
IZTACALCO,BARRIO SAN PEDRO,2179.911195079087,398602.4569005297
IZTACALCO,BARRIO SANTA CRUZ,2850.050000000017,569735.9567307697
IZTACALCO,BARRIO SANTIAGO NORTE,2886.066545012155,685161.1489871951
IZTACALCO,BARRIO SANTIAGO SUR,2850.0499999999674,566128.6985296259
IZTACALCO,BARRIO ZAPOTLA,3162.9218419414997,1113922.7511961313
IZTACALCO,CAMPAMENTO 2 DE OCTUBRE,2341.770222634486,333253.8934295328
IZTACALCO,CARLOS ZAPATA VELA,1831.3300000000092,416871.30061220407
IZTACALCO,CUCHILLA AGRICOLA ORIENTAL,1881.9000000000035,345380.19819505495
IZTACALCO,EL RODEO,2327.740814196246,364354.99214155297
IZTACALCO,EX-EJIDO LA MAGDALENA MIXHUCA,2361.351066666677,530215.763632082
IZTACALCO,FRACCIONAMIENTO COYUYA,2199.0510602409636,100083.11769685973
IZTACALCO,GABRIEL RAMOS MILLAN,2325.043195937845,257553.1521354357
IZTACALCO,GABRIEL RAMOS MILLAN SECC TLACOTAL,2414.6318577347997,279486.4015679113
IZTACALCO,GABRIEL RAMOS MILLAN SECCION BRAMADERO,2362.0605368142997,326033.6881792263
IZTACALCO,GABRIEL RAMOS MILLAN SECCION CUCHILLA,2210.8971455576548,229272.004834123
IZTACALCO,GRANJAS MEXICO,3178.9363882784087,1722343.5832735954
IZTACALCO,INFONAVIT IZTACALCO,2516.869999999998,194211.98534849426
IZTACALCO,INPI PICOS,2516.8700000000026,227194.33427827366
IZTACALCO,JARDINES TECMA,2337.9699999999943,508806.7677241381
IZTACALCO,JUVENTINO ROSAS,2367.8895076061426,363865.9795465781
IZTACALCO,LA CRUZ,2171.1806219312607,738401.2514359734
IZTACALCO,LOS PICOS DE IZTACALCO SECCION 1 A,2020.8589125295543,254546.63352833013
IZTACALCO,LOS PICOS DE IZTACALCO SECCION 1 B,2516.8700000000003,172178.41594653932
IZTACALCO,LOS PICOS DE IZTACALCO SECCION 2 A,2502.189910714289,233436.0241049773
IZTACALCO,MILITAR MARTE,2967.5899999999915,499502.24276236136
IZTACALCO,NUEVA SANTA ANITA,2157.2949839228245,292555.77397020935
IZTACALCO,REFORMA IZTACCIHUATL NORTE,2704,412252.7273870331
IZTACALCO,REFORMA IZTACCIHUATL SUR,2967.589999999984,371581.5035763827
IZTACALCO,SANTA ANITA,2256.5334702258906,514259.9307172831
IZTACALCO,TLAZINTLA,2665.1869230768925,431322.50151722954
IZTACALCO,VIADUCTO PIEDAD,2760.251463571891,353900.4167917132
IZTAPALAPA,12 DE DICIEMBRE,1460.530000000012,1350600.075757837
IZTAPALAPA,AÃ¯Â¿Â½O DE JUAREZ,1473.258720136515,245665.06942525954
IZTAPALAPA,ALBARRADA,2598.3499999999894,408585.82125581376
IZTAPALAPA,ALLAPETLALLI,1145.91,193200.1872687497
IZTAPALAPA,ALVARO OBREGON,1290.959999999997,248679.3064146787
IZTAPALAPA,AMPLIACION BELLAVISTA,1405.109999999998,179528.59728897075
IZTAPALAPA,AMPLIACION EL SANTUARIO,1742.9355253623303,836060.8965457772
IZTAPALAPA,AMPLIACION EL TRIUNFO,2718.980000000012,302264.3298861267
IZTAPALAPA,AMPLIACION EMILIANO ZAPATA,646.8664840764351,103441.73443267518
IZTAPALAPA,AMPLIACION LOS REYES,1744.441924528315,473224.7292387834
IZTAPALAPA,AMPLIACION PARAJE SAN JUAN,1794.6399999999885,281399.3857708843
IZTAPALAPA,AMPLIACION RICARDO FLORES MAGON,2396.5830115830363,571054.2662578049
IZTAPALAPA,AMPLIACION SAN MIGUEL,2598.349999999996,416027.5971840278
IZTAPALAPA,AMPLIACION SANTA MARIA AZTAHUACAN,1150.2180237154228,414989.022870705
IZTAPALAPA,AMPLIACION SINATEL,2662.3300000000136,446707.97540376976
IZTAPALAPA,AMPLIACION VERACRUZANA,1460.5300000000004,226666.68520952392
IZTAPALAPA,APATLACO,2718.980000000063,703483.2393640145
IZTAPALAPA,BANJIDAL,2721.886590284178,502705.19804279314
IZTAPALAPA,BARRANCA DE GUADALUPE,201.7300000000007,25193.259589451445
IZTAPALAPA,BARRIO GUADALUPE,1503.3455952380896,390434.692387613
IZTAPALAPA,BARRIO LA ASUNCION,2283.4499999999875,518500.8378563584
IZTAPALAPA,BARRIO SAN ANTONIO,1412.1680904522557,415026.60582603625
IZTAPALAPA,BARRIO SAN ANTONIO CULHUACAN,1516.8880943900335,573334.4267742832
IZTAPALAPA,BARRIO SAN IGNACIO,2283.450000000031,624289.7467918204
IZTAPALAPA,BARRIO SAN JOSE,2292.5332786885024,656340.486511746
IZTAPALAPA,BARRIO SAN LORENZO,1415.9513722126815,508647.7855623486
IZTAPALAPA,BARRIO SAN LUCAS,2499.5448162860384,514714.66416495317
IZTAPALAPA,BARRIO SAN MIGUEL,2400.9718668922537,942045.1562808151
IZTAPALAPA,BARRIO SAN PABLO,2706.6399807445628,657836.5914626544
IZTAPALAPA,BARRIO SAN PEDRO,2674.1493257442594,7013187.147181948
IZTAPALAPA,BARRIO SAN SIMON CULHUACAN,1460.5300000000057,239003.30973011168
IZTAPALAPA,BARRIO SANTA BARBARA,2333.60785108025,733441.4868017567
IZTAPALAPA,BARRIO TULA,1516.892760416669,1074678.243303665
IZTAPALAPA,BELLAVISTA,1405.1100000000085,61326.4295279016
IZTAPALAPA,BENITO JUAREZ,1405.1099999999972,435578.46377826104
IZTAPALAPA,BUENAVISTA,879.8775551138405,119768.6486524662
IZTAPALAPA,CACAMA,2837.390173978834,904671.9147186159
IZTAPALAPA,CAMPESTRE POTRERO,451.60930360934316,78911.04638696766
IZTAPALAPA,CANANEA,1437.2900000000054,126108.44808196323
IZTAPALAPA,CARLOS HANK GONZALEZ,965.0563259031609,164566.82102935188
IZTAPALAPA,CARLOS JONGUITUD BARRIOS,1405.1099999999929,90126.88659441285
IZTAPALAPA,CASA BLANCA,1405.1100000000167,323032.53250867606
IZTAPALAPA,CELOALLIOTLI,1145.9099999999999,451850.96831670235
IZTAPALAPA,CENTRAL DE ABASTO,2868.620160183043,2382213.1462868247
IZTAPALAPA,CERRO DE LA ESTRELLA,1620.735215691554,388979.62598024355
IZTAPALAPA,CHINAMPAC DE JUAREZ,1369.9647531911874,548048.6292260328
IZTAPALAPA,CITLALLI,1264.7705318074368,181782.09564248243
IZTAPALAPA,COLONIAL IZTAPALAPA,2655.2757956015353,308506.3355814897
IZTAPALAPA,CONSEJO AGRARISTA MEXICANO,1577.72111076341,209369.16110945892
IZTAPALAPA,CONSTITUCION DE 1917,2542.179221009904,347633.1596092686
IZTAPALAPA,CUCHILLA DEL MORAL,2796.558204370937,1906337.6029083305
IZTAPALAPA,DEGOLLADO,909.5,87946.76978365384
IZTAPALAPA,DEGOLLADO-MEXICATLALLI,216.6710284742881,16495.14132295919
IZTAPALAPA,DESARROLLO URBANO QUETZALCOATL,1083.564591538998,135104.07447885422
IZTAPALAPA,DR ALFONSO ORTIZ TIRADO,3393.522336538488,20400856.913731266
IZTAPALAPA,EJERCITO DE AGUA PRIETA,1290.959999999998,102471.3594205183
IZTAPALAPA,EJERCITO DE ORIENTE,1581.8899076923065,205729.7847223736
IZTAPALAPA,EJERCITO DE ORIENTE ZONA PEÃ¯Â¿Â½ON,2300.6,124515.98595247694
IZTAPALAPA,EJERCITO DE ORIENTE ZONA PEï¿½ON,2300.6,121356.75
IZTAPALAPA,EL EDEN,1087.7999999999975,351906.5837500002
IZTAPALAPA,EL MANTO,1732.0235670464576,676267.1957717047
IZTAPALAPA,EL MIRADOR,1460.5300000000113,286886.6007378416
IZTAPALAPA,EL MOLINO,1684.7618439716225,1240871.0531765122
IZTAPALAPA,EL MOLINO TEZONCO,1145.910000000006,243073.4570257709
IZTAPALAPA,EL PARAISO,1299.6975979930994,240034.6982385004
IZTAPALAPA,EL PRADO,2798.313031847147,443564.1022455939
IZTAPALAPA,EL RETOÃ¯Â¿Â½O,2956.7726092714065,371079.3639989374
IZTAPALAPA,EL RETOï¿½O,3425.5443902438997,5095641.609756097
IZTAPALAPA,EL RODEO,1405.1099999999935,238835.06738295563
IZTAPALAPA,EL ROSARIO,1410.1363440860282,298691.91969847126
IZTAPALAPA,EL SANTUARIO,2941.1252927927617,987321.2260158703
IZTAPALAPA,EL SIFON,2935.205878035061,332227.1799907585
IZTAPALAPA,EL TRIANGULO,1657.8161065573845,214857.3275613963
IZTAPALAPA,EL TRIUNFO,2718.9799999999864,1843003.006694794
IZTAPALAPA,EL VERGEL,1554.3939386602299,899969.5729991545
IZTAPALAPA,ERMITA ZARAGOZA,1885.056796714587,176652.20202577405
IZTAPALAPA,ESCUADRON 201,2196.4073076923,296102.67093295365
IZTAPALAPA,ESTADO DE VERACRUZ,1460.529999999999,222719.53908636357
IZTAPALAPA,ESTRELLA CULHUACAN,1460.5300000000136,403975.96521586017
IZTAPALAPA,ESTRELLA DEL SUR,1723.0141088045916,425531.41668529523
IZTAPALAPA,EVA SAMANO DE LOPEZ MATEOS,2598.350000000012,168330.53416970212
IZTAPALAPA,FRANCISCO VILLA,1787.3529468085314,281022.3473629748
IZTAPALAPA,FUEGO NUEVO,1460.529999999986,312618.62729051535
IZTAPALAPA,GRANJAS DE SAN ANTONIO,2246.6487343215595,1865546.823905362
IZTAPALAPA,GRANJAS ESMERALDA,2199.9185794813807,2489034.3463502796
IZTAPALAPA,GRANJAS ESTRELLA,1594.1252877697766,1065586.174975592
IZTAPALAPA,GUADALUPE DEL MORAL,2330.591028604446,1937257.2660334792
IZTAPALAPA,HEROES DE CHURUBUSCO,2269.2600489895917,295050.3174685851
IZTAPALAPA,INSURGENTES,1138.0019593908646,194157.57406052595
IZTAPALAPA,IXTLAHUACAN,725.0592547528614,109663.26134607858
IZTAPALAPA,JACARANDAS,1984.4216763005943,415544.98008749203
IZTAPALAPA,JARDINES DE CHURUBUSCO,2444.023155650322,337298.8845637535
IZTAPALAPA,JARDINES DE SAN LORENZO TEZONCO,1145.9099999999955,235010.0388732536
IZTAPALAPA,JOSE LOPEZ PORTILLO,1405.1099999999972,211405.62029772883
IZTAPALAPA,JOSE MARIA MORELOS Y PAVON,1290.9599999999996,92292.02135999993
IZTAPALAPA,JUAN ESCUTIA,2301.097398700903,434856.2978110541
IZTAPALAPA,JUSTO SIERRA,2689.955952380938,1229207.1491133925
IZTAPALAPA,LA ERA,1972.4118325792456,390539.4933842777
IZTAPALAPA,LA ESPERANZA,1824.989629629638,180057.66705726387
IZTAPALAPA,LA PLANTA,1145.9099999999985,130938.08537007649
IZTAPALAPA,LA REGADERA,2556.8084431137645,318758.63238055556
IZTAPALAPA,LAS PEÃ¯Â¿Â½AS,1632.6208342561806,201287.29599475596
IZTAPALAPA,LAS PEï¿½AS,1652.36,280896
IZTAPALAPA,LEYES DE REFORMA 1A SECCION,1855.9900000000405,572255.0770472775
IZTAPALAPA,LEYES DE REFORMA 2A SECCION,1545.8000000000031,501905.3650605381
IZTAPALAPA,LEYES DE REFORMA 3A SECCION,2013.4249277721356,644231.6655862216
IZTAPALAPA,LOMAS DE LA ESTANCIA,687.1244583522824,100932.17060562951
IZTAPALAPA,LOMAS DE SAN LORENZO,1445.1729623797394,311206.52879868314
IZTAPALAPA,LOMAS DE STA CRUZ,1040.9591499409692,152744.49478095246
IZTAPALAPA,LOMAS DE ZARAGOZA,815.1950106761765,157185.04057074568
IZTAPALAPA,LOMAS EL MANTO,1460.530000000006,86195.25874137925
IZTAPALAPA,LOMAS ESTRELLA,2974.8277185159363,962309.0179727483
IZTAPALAPA,LOS ANGELES,2136.4465389877655,1357045.523090637
IZTAPALAPA,LOS ANGELES APANOAYA,2094.2900000000077,260049.28106754296
IZTAPALAPA,LOS CIPRESES,2187.2521711568857,358299.7501692072
IZTAPALAPA,LOS PICOS,1955.5100000000011,1125661.1863987877
IZTAPALAPA,MIGUEL DE LA MADRID HURTADO,740.8200000000061,102125.32976861278
IZTAPALAPA,MINERVA,2233.8262820512673,434585.5712856411
