colonia_cumpliemiento,codigo_postal,alcaldia_cumplimiento,colonia_predio,Average of valor_unitario_suelo,Average of valor_suelo
SANTA FE CENTRO CIUDAD,1300,ALVARO OBREGON,SANTA FE CENTRO CIUDAD,15318.61,995709.65
SANTA FE CENTRO CIUDAD,1330,ALVARO OBREGON,Centro de Ciudad Zedec Sta. Fe,15318.61,274586.0843
SANTA FE PEÃ¯Â¿Â½A BLANCA,1300,ALVARO OBREGON,SANTA FE PEÃ¯Â¿Â½A BLANCA,15318.61,229376883.3
SANTA FE CENTRO CIUDAD,0,ALVARO OBREGON,CENTRO DE CIUDAD,15318.61,356312.542
SANTA FE CENTRO CIUDAD,1219,ALVARO OBREGON,Fraccionamiento Lomas de Santa Fe,15318.61,491642.2709
SANTA FE CENTRO CIUDAD,1210,ALVARO OBREGON,SANTA FE CENTRO,15318.61,38955225
SANTA FE PEï¿½A BLANCA,1300,ALVARO OBREGON,Proletaria,15318.61,97112481
SANTA FE CENTRO CIUDAD,1210,ALVARO OBREGON,CENTRO CD SANTA FE,15318.61,87101616
SANTA FE PEï¿½A BLANCA,1300,ALVARO OBREGON,SANTA FE PEï¿½A BLANCA,15318.61,308884452
SANTA FE CENTRO CIUDAD,0,ALVARO OBREGON,Centro Ciudad Santa Fe,15318.61,590556.6028
SANTA FE CENTRO CIUDAD,1210,ALVARO OBREGON,Santa Fe,15318.61,3828886.331
SANTA FE CENTRO CIUDAD,1210,ALVARO OBREGON,Sta Fe,15318.61,78032999
SANTA FE CENTRO CIUDAD,0,ALVARO OBREGON,CENTRO DE CD SANTA FE,15318.61,1757012.341
SANTA FE CENTRO CIUDAD,1210,ALVARO OBREGON,Centro Ciudad Santa Fe,15318.61,156692.4599
POLANCO III SECCION,11550,MIGUEL HIDALGO,REFORMA POLANCO,15306.71943,2867001.367
SANTA FE PEÃ¯Â¿Â½A BLANCA,1376,ALVARO OBREGON,SANTA FE PEÃ¯Â¿Â½A BLANCA,15306.17689,710030.073
POLANCO V SECCION,11560,MIGUEL HIDALGO,Polanco,15295.2291,1103994.147
POLANCO IV SECCION,11560,MIGUEL HIDALGO,,15287.80333,6807384.383
SANTA FE PEï¿½A BLANCA,1376,ALVARO OBREGON,SANTA FE PEï¿½A BLANCA,15240.21968,26096460.47
POLANCO V SECCION,11580,MIGUEL HIDALGO,Rincon del Bosque,15221.02729,1403938.309
POLANCO V SECCION,11560,MIGUEL HIDALGO,POLANCO V SECCION,15046.05746,4144589.033
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,Lomas de Chapultepecc,15023.34,20031.12
LOMAS DE CHAPULTEPEC III SECCION,11000,MIGUEL HIDALGO,Lomas de Chapultepe,15023.34,2223454.32
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,Lomas de Chapultepc,15023.34,931447.08
LOMAS DE CHAPULTEPEC V SECCION,1100,MIGUEL HIDALGO,Lomas de Chapultepec,15023.34,3425321.52
LOMAS DE CHAPULTEPEC V SECCION,11000,MIGUEL HIDALGO,Lomas de Chapultec,15023.34,7346413.26
LOMAS DE CHAPULTEPEC V SECCION,11000,MIGUEL HIDALGO,Lomas de Chapultepac,15023.34,7241249.88
LOMAS DE CHAPULTEPEC V SECCION,11000,MIGUEL HIDALGO,Lomas de Chapultepec V Secc.,15023.34,7887253.5
LOMAS DE CHAPULTEPEC V SECCION,11000,MIGUEL HIDALGO,Lomas de Reforma,15023.34,10561408.02
POLANCO I SECCION,11570,MIGUEL HIDALGO,CHAPULTEPEC MORALES,14971.52343,746015.5443
POLANCO I SECCION,6050,MIGUEL HIDALGO,Del Bosque,14881.51,3139998.61
POLANCO I SECCION,11510,MIGUEL HIDALGO,Chap Morales,14881.51,773838.52
POLANCO I SECCION,11510,MIGUEL HIDALGO,Chapoultepec Morales,14881.51,907772.11
POLANCO I SECCION,11510,MIGUEL HIDALGO,Chapultepec los Morales,14881.51,1101231.74
POLANCO I SECCION,11510,MIGUEL HIDALGO,Del Bosque los Morales,14881.51,580378.89
POLANCO I SECCION,11510,MIGUEL HIDALGO,Loa Morales,14881.51,714312.48
POLANCO I SECCION,11510,MIGUEL HIDALGO,Lomas de Chapultepec,14881.51,178578.12
POLANCO I SECCION,11510,MIGUEL HIDALGO,Lomas de Sotelo,14881.51,580378.89
POLANCO I SECCION,11510,MIGUEL HIDALGO,Los Moralles,14881.51,788720.03
POLANCO I SECCION,11510,MIGUEL HIDALGO,Los Morarales,14881.51,50597134
POLANCO I SECCION,11510,MIGUEL HIDALGO,Palmas Morales,14881.51,1279809.86
POLANCO I SECCION,11510,MIGUEL HIDALGO,Pent House los Morales,14881.51,1205402.31
POLANCO I SECCION,11510,MIGUEL HIDALGO,Poilanco,14881.51,900331.355
POLANCO I SECCION,11510,MIGUEL HIDALGO,Polanco 1ra.SecciÃ¯Â¿Â½n,14881.51,1264928.35
POLANCO I SECCION,11510,MIGUEL HIDALGO,Polanco Chapultepec Morales,14881.51,907772.11
POLANCO I SECCION,11510,MIGUEL HIDALGO,POLANCO I SECC,14881.51,7068717.25
POLANCO I SECCION,11510,MIGUEL HIDALGO,Polanco I Secc.,14881.51,431563.79
POLANCO I SECCION,11510,MIGUEL HIDALGO,Polanco los Morales,14881.51,639904.93
POLANCO I SECCION,11540,MIGUEL HIDALGO,Los Morales,14881.51,305070.955
POLANCO I SECCION,11560,MIGUEL HIDALGO,Chap Morales Polanco,14881.51,982179.66
POLANCO I SECCION,11560,MIGUEL HIDALGO,CHAPULTEPEC MORALES,14881.51,897851.1033
POLANCO I SECCION,11560,MIGUEL HIDALGO,Chapultepec Morales Polanco,14881.51,1041705.7
POLANCO I SECCION,11570,MIGUEL HIDALGO,,14881.51,4717438.67
POLANCO I SECCION,11570,MIGUEL HIDALGO,Cahpultepec Morales,14881.51,744075.5
POLANCO I SECCION,11570,MIGUEL HIDALGO,Cahputepec Morales,14881.51,461326.81
POLANCO I SECCION,11570,MIGUEL HIDALGO,Chapultepec Mora,14881.51,282748.69
POLANCO I SECCION,11570,MIGUEL HIDALGO,Cjapultepec Morales,14881.51,937535.13
POLANCO I SECCION,11570,MIGUEL HIDALGO,Los  Morales (Polanco),14881.51,461326.81
POLANCO I SECCION,11570,MIGUEL HIDALGO,Polanco,14881.51,307551.2067
POLANCO I SECCION,11510,MIGUEL HIDALGO,Palmas Polanco,14881.51,917073.0538
POLANCO I SECCION,11570,MIGUEL HIDALGO,Chapultepec Morales Polanco,14881.51,615722.4763
SANTA FE CENTRO CIUDAD,1210,ALVARO OBREGON,Pueblo Santa Fe,14867.46571,1184003.947
POLANCO IV SECCION,1156,MIGUEL HIDALGO,Polanco,14778.05,540654.9593
POLANCO IV SECCION,11560,MIGUEL HIDALGO,Chap. Polanco,14778.05,1019685.45
POLANCO IV SECCION,11560,MIGUEL HIDALGO,Chpultepec Polanco,14778.05,44334.15
POLANCO IV SECCION,11560,MIGUEL HIDALGO,Colonia Palmas Polanco,14778.05,1034463.5
POLANCO IV SECCION,11560,MIGUEL HIDALGO,Depto 401,14778.05,783236.65
POLANCO IV SECCION,11560,MIGUEL HIDALGO,Depto 802,14778.05,724124.45
POLANCO IV SECCION,11560,MIGUEL HIDALGO,Polanco.,14778.05,827570.8
POLANCO IV SECCION,11560,MIGUEL HIDALGO,Poolanco,14778.05,1862034.3
POLANCO IV SECCION,11570,MIGUEL HIDALGO,Chap Morales,14778.05,842348.85
POLANCO II SECCION,11540,MIGUEL HIDALGO,Los Morales Sec las Palmas,14759.28,4321406.774
REFORMA SOCIAL,11650,MIGUEL HIDALGO,Lomas de Chapultepec,14756.50875,4625039.996
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,Lomas de Chapultepe,14723.92864,410727.0082
POLANCO II SECCION,11560,MIGUEL HIDALGO,Colonia Polanco Chapultepec,14718.56,4077186.139
POLANCO II SECCION,11510,MIGUEL HIDALGO,Los Morales Sec. Palmas,14532.00917,3563214.123
POLANCO IV SECCION,11560,MIGUEL HIDALGO,REFORMA POLANCO,14460.67625,901460.7675
POLANCO V SECCION,11570,MIGUEL HIDALGO,Anzures,14399.82818,1572123.273
POLANCO V SECCION,11570,MIGUEL HIDALGO,Polanco,14341.09208,640964.4126
POLANCO II SECCION,11530,MIGUEL HIDALGO,Polanco,14333.29391,2180588.678
POLANCO II SECCION,11560,MIGUEL HIDALGO,Polanco Palmas,14329.29,6556206.18
ANZURES,11598,MIGUEL HIDALGO,,14316.035,6681303.417
POLANCO V SECCION,11580,MIGUEL HIDALGO,Colonia Rincon del Bosque,14267.25,1362157.02
POLANCO II SECCION,11530,MIGUEL HIDALGO,,14266.575,5796802.575
POLANCO II SECCION,11560,MIGUEL HIDALGO,Chapultepec Polanco,14228.3375,3702620.943
POLANCO II SECCION,11510,MIGUEL HIDALGO,Los Morales Palmas Polanco,14213.83,1705659.6
POLANCO II SECCION,11510,MIGUEL HIDALGO,Los Morales Sec las,14213.83,5813456.47
POLANCO II SECCION,11510,MIGUEL HIDALGO,Los Morales Sec las Palmas,14213.83,5813456.47
POLANCO II SECCION,11510,MIGUEL HIDALGO,Los Morales Sec Palmas,14213.83,3624526.65
POLANCO II SECCION,11510,MIGUEL HIDALGO,Los Morales Secc Palmas,14213.83,3624526.65
POLANCO II SECCION,11510,MIGUEL HIDALGO,Los Morales Secc. Palmas,14213.83,5017481.99
POLANCO II SECCION,11510,MIGUEL HIDALGO,Los Morales Seccion Palmas,14213.83,5045909.65
POLANCO II SECCION,11510,MIGUEL HIDALGO,POLANCO II SECCION,14213.83,5827812
POLANCO II SECCION,11540,MIGUEL HIDALGO,Ampl. Palmas Polanco,14213.83,966540.44
POLANCO II SECCION,11540,MIGUEL HIDALGO,Ampliacion Palmas Polanco,14213.83,554339.37
POLANCO II SECCION,11540,MIGUEL HIDALGO,Los Morales Sec Los Morales,14213.83,7391191.6
POLANCO II SECCION,11540,MIGUEL HIDALGO,MORALES PALMAS POLANCO,14213.83,1852535.843
POLANCO II SECCION,11540,MIGUEL HIDALGO,Palmitas,14213.83,3652954.31
POLANCO II SECCION,11540,MIGUEL HIDALGO,Palmmas Polanco,14213.83,2849872.915
POLANCO II SECCION,11540,MIGUEL HIDALGO,POLANCO 2DA SECC,14213.83,6168802
POLANCO II SECCION,11540,MIGUEL HIDALGO,POLANCO II SECC,14213.83,767546.82
POLANCO II SECCION,11540,MIGUEL HIDALGO,POLANCO SECCION DOS,14213.83,1101571.825
POLANCO II SECCION,11560,MIGUEL HIDALGO,Los Morales Secc Palmas Polanco,14213.83,4036727.72
POLANCO II SECCION,11570,MIGUEL HIDALGO,Chap Morales,14213.83,5642890.51
POLANCO II SECCION,11591,MIGUEL HIDALGO,MORALES PALMAS POLANCO,14213.83,1193961.72
POLANCO III SECCION,11550,MIGUEL HIDALGO,Anahuac,14213.83,1162375.431
POLANCO III SECCION,11550,MIGUEL HIDALGO,CHAPULTEPEC MORALES,14213.83,1467577.948
POLANCO III SECCION,11550,MIGUEL HIDALGO,Colonia Polanco Reforma,14213.83,1980270.796
POLANCO III SECCION,11550,MIGUEL HIDALGO,Fracc Reforma Polanco,14213.83,7888675.65
POLANCO III SECCION,11550,MIGUEL HIDALGO,Los Morales Polanco,14213.83,6211443.71
POLANCO III SECCION,11550,MIGUEL HIDALGO,P0lanco,14213.83,1014640.041
POLANCO III SECCION,11550,MIGUEL HIDALGO,POLANCO III,14213.83,8045027.78
POLANCO III SECCION,11550,MIGUEL HIDALGO,POLANCO SECC III,14213.83,
POLANCO III SECCION,11560,MIGUEL HIDALGO,REFORMA POLANCO,14213.83,1023395.76
POLANCO IV SECCION,1155,MIGUEL HIDALGO,Chapultepec Polanco,14213.83,6566789.46
POLANCO IV SECCION,3810,MIGUEL HIDALGO,Polanco,14213.83,6495720.31
POLANCO IV SECCION,6080,MIGUEL HIDALGO,Polanco,14213.83,5230689.44
POLANCO IV SECCION,11550,MIGUEL HIDALGO,,14213.83,4472618.507
POLANCO IV SECCION,11550,MIGUEL HIDALGO,Chapultepec,14213.83,5415469.23
POLANCO IV SECCION,11550,MIGUEL HIDALGO,Colonia Polanco Reforma IV Secc,14213.83,1336100.02
POLANCO IV SECCION,11550,MIGUEL HIDALGO,GRANADA,14213.83,5344400.08
POLANCO IV SECCION,11550,MIGUEL HIDALGO,Polanco IV Secc.,14213.83,499616.1245
POLANCO IV SECCION,11550,MIGUEL HIDALGO,"Reforma Polanco, D.F.",14213.83,838615.97
POLANCO IV SECCION,11560,MIGUEL HIDALGO,Palmas Polanco,14213.83,525911.71
POLANCO IV SECCION,11067,MIGUEL HIDALGO,Polanco,14213.83,1374865.011
POLANCO II SECCION,11540,MIGUEL HIDALGO,POLANCO II SECIION,14213.83,550785.9125
POLANCO III SECCION,11550,MIGUEL HIDALGO,Chapultepec Polanco,14213.83,1523722.576
POLANCO III SECCION,11591,MIGUEL HIDALGO,REFORMA POLANCO,14213.83,1084989.023
POLANCO IV SECCION,11550,MIGUEL HIDALGO,Colonia Polanco Reforma,14213.83,592800.3218
POLANCO IV SECCION,11550,MIGUEL HIDALGO,Polanco  Reforma SecciÃ¯Â¿Â½n  IV,14213.83,929078.1143
POLANCO IV SECCION,11550,MIGUEL HIDALGO,POLANCO 1V SECC,14213.83,452947.3827
SANTA FE,1376,ALVARO OBREGON,Santa Fe,14177.92411,1265222007
BOSQUE DE LAS LOMAS,5120,MIGUEL HIDALGO,,14165.65,
BOSQUE DE LAS LOMAS,11700,MIGUEL HIDALGO,B0sques de las Lomas,14165.65,28331.3
BOSQUE DE LAS LOMAS,11700,MIGUEL HIDALGO,Boques de las Lomas,14165.65,169987.8
BOSQUE DE LAS LOMAS,11700,MIGUEL HIDALGO,Bosque de la Loma,14165.65,204127.025
BOSQUE DE LAS LOMAS,11700,MIGUEL HIDALGO,Bosque de las Lommas,14165.65,368306.9
BOSQUE DE LAS LOMAS,11700,MIGUEL HIDALGO,Bosques de las Lomass,14165.65,28331.3
BOSQUE DE LAS LOMAS,11700,MIGUEL HIDALGO,Bosques de las Loms,14165.65,169987.8
BOSQUE DE LAS LOMAS,11700,MIGUEL HIDALGO,Bosques de Laslomas,14165.65,169987.8
BOSQUE DE LAS LOMAS,11700,MIGUEL HIDALGO,Bosques Delas Lomas,14165.65,198319.1
BOSQUE DE LAS LOMAS,11700,MIGUEL HIDALGO,Bosques Sde las Lomas,14165.65,276230.175
BOSQUE DE LAS LOMAS,11700,MIGUEL HIDALGO,C Bosques de las Lomas,14165.65,169987.8
BOSQUE DE LAS LOMAS,11700,MIGUEL HIDALGO,Bosques de la Loma,14165.65,277575.77
LOMAS DE CHAPULTEPEC III SECCION,11000,MIGUEL HIDALGO,Colonia Lomas de Chapultepec,14131.869,427853.4648
POLANCO V SECCION,11570,MIGUEL HIDALGO,CHAPULTEPEC MORALES,13955.3512,2658533.262
POLANCO V SECCION,11570,MIGUEL HIDALGO,,13840.944,993305.256
LOMAS DE CHAPULTEPEC III SECCION,11000,MIGUEL HIDALGO,Lomas de Chapultepec,13712.77242,1658871.593
LOMAS DE CHAPULTEPEC III SECCION,11050,MIGUEL HIDALGO,Lomas de Chapultepec,13683.46955,791486.4773
POLANCO II SECCION,11530,MIGUEL HIDALGO,POLANCO II SECCION,13645.58891,4359248.807
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,,13592.15547,1644551.427
BOSQUE DE LAS LOMAS,5120,MIGUEL HIDALGO,Bosques De Las Lomas,13537.01923,400679.6008
BOSQUE DE LAS LOMAS,11700,MIGUEL HIDALGO,,13524.69314,687892.4179
POLANCO II SECCION,11560,MIGUEL HIDALGO,Lomas de Chapultepec,13467.23667,304185.1033
POLANCO II SECCION,11530,MIGUEL HIDALGO,Palmas Polanco,13433.92645,3023219.933
SANTA FE CUAJIMALPA,5300,CUAJIMALPA DE MORELOS,SANTA FE CRUZ MANCA,13431.37,156837.6547
SANTA FE CUAJIMALPA,5300,CUAJIMALPA DE MORELOS,Cedec Santa Fe,13431.37,155280068.6
SANTA FE CUAJIMALPA,5300,CUAJIMALPA DE MORELOS,COLONIA CRUZ MANCA SANTA F,13431.37,67156.85
SANTA FE CUAJIMALPA,5300,CUAJIMALPA DE MORELOS,Colonia Tlaxala,13431.37,432087.1729
SANTA FE CUAJIMALPA,5300,CUAJIMALPA DE MORELOS,SANTA FE CUAJIMALAPA,13431.37,62146948.99
SANTA FE CUAJIMALPA,5340,CUAJIMALPA DE MORELOS,SANTA FE CUAJIMALPA,13431.37,242649384
SANTA FE CUAJIMALPA,5348,CUAJIMALPA DE MORELOS,Centro Urbano Desarrollo Santa Fe,13431.37,295490.14
SANTA FE CUAJIMALPA,5349,CUAJIMALPA DE MORELOS,CRUZ  MANCA,13431.37,432087.1729
SANTA FE CUAJIMALPA,5349,CUAJIMALPA DE MORELOS,Cruz Manca,13431.37,268627.4
SANTA FE CUAJIMALPA,5349,CUAJIMALPA DE MORELOS,Santa Fe,13431.37,382794.045
SANTA FE CUAJIMALPA,5349,CUAJIMALPA DE MORELOS,SANTA FE CUAJIMALPA,13431.37,470097.95
SANTA FE CUAJIMALPA,4330,CUAJIMALPA DE MORELOS,SANTA FE CUAJIMALPA,13431.37,83322041
SANTA FE CUAJIMALPA,5300,CUAJIMALPA DE MORELOS,CRUZ MANCA SANTA FE,13412.8198,248183.8547
SANTA FE CUAJIMALPA,5300,CUAJIMALPA DE MORELOS,Tlaxala,13398.96586,2697495.25
SANTA FE CUAJIMALPA,5300,CUAJIMALPA DE MORELOS,Santa Fe,13387.54555,2357166.596
SANTA FE CUAJIMALPA,5300,CUAJIMALPA DE MORELOS,SANTA FE CUAJIMALPA,13371.63886,1464849.131
JUAREZ,6600,CUAUHTEMOC,Benito Juarez,13329.16,601293.2178
JUAREZ,660,CUAUHTEMOC,JUAREZ,13329.16,4331977
JUAREZ,6600,CUAUHTEMOC,Insurgentes,13329.16,239924.88
ROMA NORTE,6100,CUAUHTEMOC,Hipodromo,13329.16,3692177.32
POLANCO II SECCION,11560,MIGUEL HIDALGO,Palmas Polanco,13298.76753,8765580.354
SANTA FE CUAJIMALPA,5349,CUAJIMALPA DE MORELOS,Colonia Cruz Manca,13274.93,367533.8507
CREDITO CONSTRUCTOR,0,BENITO JUAREZ,CREDITO CONSTRUCTOR,13211.36,8798765.76
DEL VALLE NORTE,3200,BENITO JUAREZ,DEL VALLE NORTE,13211.36,198170.4
ACTIPAN,3920,BENITO JUAREZ,ACTIPAN,13211.36,2151800.26
SANTA FE CUAJIMALPA,5348,CUAJIMALPA DE MORELOS,Santa Fe,13040.27,78421005.16
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,LOMAS DE CHAPULTEPEC IV SECC,12964.10147,4040013.663
POLANCO II SECCION,11560,MIGUEL HIDALGO,Polanco,12961.75867,885979.4137
POLANCO II SECCION,11530,MIGUEL HIDALGO,Morales Alameda,12835.671,13124905.51
POLANCO V SECCION,11570,MIGUEL HIDALGO,Polanco V Secc,12785.04538,7706465.879
ANZURES,11560,MIGUEL HIDALGO,Col Polanco,12719.62,2098737.3
POLANCO V SECCION,11570,MIGUEL HIDALGO,Chapultepec Polanco,12713.6905,668548.822
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,Lommas de Chapultepec,12674.58769,1208174.201
POLANCO V SECCION,11570,MIGUEL HIDALGO,Chapultepec Morelos,12597.715,698184.065
SANTA FE PEÃ¯Â¿Â½A BLANCA,1300,ALVARO OBREGON,Proletaria,12555.35125,18205695.11
HIPODROMO,6140,CUAUHTEMOC,,12552.70364,391809.2815
BOSQUE DE LAS LOMAS,11700,MIGUEL HIDALGO,Bosque de las Lomas,12540.48836,2146600.001
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,LOMAS DE CHAPULTEPEC IV SECCION,12493.91574,8935884.733
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,Lomas de Chapultepec,12447.04243,995025.4899
POLANCO II SECCION,11530,MIGUEL HIDALGO,Los Morales,12425.745,1616121.963
POLANCO II SECCION,11540,MIGUEL HIDALGO,Colonia Los Morales Seccion Palmas,12420.215,1821876.75
LOMAS DE CHAPULTEPEC III SECCION,11000,MIGUEL HIDALGO,Lomas de Chjapultrpor,12398.58,3979944.18
LOMAS DE CHAPULTEPEC IV SECCION,1100,MIGUEL HIDALGO,Lomas Virreyes,12398.58,504622.206
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,Colonia Lomas de Chapultepec,12398.58,504622.206
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,L Virreyes,12398.58,256237.32
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,Loams de Chapultepec,12398.58,471146.04
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,Lomas de Cchapultepec,12398.58,706719.06
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,Lomas de Chap.,12398.58,830704.86
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,Lomas de Chapuiltepec,12398.58,3161637.9
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,Lomas de Chapultepes,12398.58,322363.08
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,Lomas de Virresyes,12398.58,1797794.1
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,Lomas Virrey,12398.58,12398.58
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,Lomas Virreyer,12398.58,719117.64
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,Lomas Virreyes .,12398.58,669523.32
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,Virreyes Lomas de Chap.,12398.58,1227459.42
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,Virreyes Lomas de Chapultepec,12398.58,520740.36
POLANCO II SECCION,11000,MIGUEL HIDALGO,Lomas de Chaputepec,12398.58,12398.58
POLANCO II SECCION,11000,MIGUEL HIDALGO,Lommas de Chapultepec,12398.58,12398.58
POLANCO II SECCION,11550,MIGUEL HIDALGO,Lomas de Chapultepec,12398.58,376090.26
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,Lomas de Cahpultepec,12398.58,21945.5
POLANCO II SECCION,11560,MIGUEL HIDALGO,POLANCO CHAPULTEPEC,12359.99258,584772.6884
ANZURES,11300,MIGUEL HIDALGO,Veronica Anzures,12249.17,10936058.98
VERONICA ANZURES,11300,MIGUEL HIDALGO,V Anzures,12249.17,489966.8
VERONICA ANZURES,11590,MIGUEL HIDALGO,Colonia Anzures,12249.17,355225.93
REFORMA SOCIAL,11050,MIGUEL HIDALGO,San Isidro,12208.92,6945998.26
REFORMA SOCIAL,11650,MIGUEL HIDALGO,Colonia Reforma Social,12208.92,582970.335
SANTA FE CENTRO CIUDAD,1210,ALVARO OBREGON,SANTA FE (CENTRO DE CIUDAD),12160.6,571657.755
SANTA FE,0,ALVARO OBREGON,Zona Rustica,12160.6,172149710
SANTA FE,1219,ALVARO OBREGON,Fraccionamiento Lomas de Santa Fe,12160.6,316742.9667
SANTA FE,1210,ALVARO OBREGON,LOMAS DE SANTA FE,12160.6,49104503
PASEO DE LAS LOMAS,0,ALVARO OBREGON,Fracc Paseo de las Lomas,12160.6,1483593.2
PASEO DE LAS LOMAS,1300,ALVARO OBREGON,Paseo de las Palmas,12160.6,17997688
PASEO DE LAS LOMAS,1310,ALVARO OBREGON,Paseos de las Lomas,12160.6,170248.4
PASEO DE LAS LOMAS,1330,ALVARO OBREGON,FRACC. \\\\,12160.6,108958.976
PASEO DE LAS LOMAS,1330,ALVARO OBREGON,Fracto Paseo de la Lomas,12160.6,3678581.5
SANTA FE,,ALVARO OBREGON,LA FE SANTA FE,12160.6,94718913.4
SANTA FE,,ALVARO OBREGON,Santa Fe,12160.6,480343.7
SANTA FE,0,ALVARO OBREGON,SANTA F ZEDEC,12160.6,376978.6
SANTA FE,0,ALVARO OBREGON,SANTA FE ZE3DEC,12160.6,522905.8
SANTA FE,0,ALVARO OBREGON,SATA FE ZEDEC,12160.6,1070132.8
SANTA FE,0,ALVARO OBREGON,SENTA FE ZEDEC,12160.6,231051.4
SANTA FE,0,ALVARO OBREGON,Zedec Santa Fe,12160.6,52313137.91
SANTA FE,1000,ALVARO OBREGON,PEÃ¯Â¿Â½A BLANCA   Santa Fe,12160.6,510745.2
SANTA FE,1210,ALVARO OBREGON,AmpliaciÃ¯Â¿Â½n Santa Fe,12160.6,510745.2
SANTA FE,1210,ALVARO OBREGON,SANTA FE PEÃ¯Â¿Â½A BLANCA,12160.6,474263.4
SANTA FE,1210,ALVARO OBREGON,Sta Fe,12160.6,98804875
SANTA FE,1219,ALVARO OBREGON,SANTA FE PEÃ¯Â¿Â½A BLANCA,12160.6,474263.4
SANTA FE,1300,ALVARO OBREGON,Santa Fe,12160.6,486736122.1
SANTA FE CENTRO CIUDAD,1300,ALVARO OBREGON,Proletaria,12160.6,259020780
SANTA FE CENTRO CIUDAD,1300,ALVARO OBREGON,Proletaria Km 8.5,12160.6,300366820
SANTA FE CENTRO CIUDAD,1300,ALVARO OBREGON,Proletaria Km 8.5.,12160.6,139384797.2
SANTA FE CENTRO CIUDAD,1300,ALVARO OBREGON,Proletaria Km 9.5,12160.6,412785486.7
SANTA FE CENTRO CIUDAD,1300,ALVARO OBREGON,Santa Fe,12160.6,242603970
SANTA FE PEÃ¯Â¿Â½A BLANCA,1210,ALVARO OBREGON,Santa Fe,12160.6,77098204
SANTA FE PEÃ¯Â¿Â½A BLANCA,1300,ALVARO OBREGON,Cruz de Palo,12160.6,2699653.2
SANTA FE PEÃ¯Â¿Â½A BLANCA,1300,ALVARO OBREGON,Pe#a Blanca Santa Fe,12160.6,899884.4
SANTA FE PEÃ¯Â¿Â½A BLANCA,1300,ALVARO OBREGON,Santa Fe,12160.6,77098204
SANTA FE PEï¿½A BLANCA,1300,ALVARO OBREGON,Desarrollo Sta Fe,12160.6,187721845
SANTA FE,1210,ALVARO OBREGON,Pueblo Santa Fe,12160.6,509861.1615
SANTA FE PEï¿½A BLANCA,1300,ALVARO OBREGON,LOMAS DE SANTA FE,12160.6,2355727111
SANTA FE,0,ALVARO OBREGON,Santa Fe,12160.6,14185012.75
SANTA FE,0,ALVARO OBREGON,SANTA FE ZEDEC,12160.6,559633.2687
SANTA FE,1000,ALVARO OBREGON,Santa Fe,12160.6,510276.1167
SANTA FE,1210,ALVARO OBREGON,Santa Fe,12160.6,594240.526
POLANCO V SECCION,11570,MIGUEL HIDALGO,Chapultepec,12129.27607,701699.773
LOMAS DE CHAPULTEPEC III SECCION,11010,MIGUEL HIDALGO,Lomas Barrilaco,12116.402,570786.666
POLANCO V SECCION,11570,MIGUEL HIDALGO,Chapultepecmorales,12067.01143,388588.0243
PASEO DE LAS LOMAS,1330,ALVARO OBREGON,Fracc Paseo de las Lomas,12066.93744,835626.3908
LOMAS DE CHAPULTEPEC IV SECCION,11000,MIGUEL HIDALGO,Lomas de Chapultpec,11966.64625,857227.16
POLANCO V SECCION,11570,MIGUEL HIDALGO,'-,11951.72471,1198611.728
BUENAVISTA,6300,CUAUHTEMOC,Colonia Guerrero,11867.71,318244511.4
CUAUHTEMOC,6150,CUAUHTEMOC,Cuauhtemoc,11867.71,260650.0752
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta. Maria la Ribeera,11867.71,462840.69
TABACALERA,6030,CUAUHTEMOC,Colonia Tabacalera,11867.71,213618.78
